,property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0,0.0,36.0,3.0,2.0,2.0,1.0,850.0,0.0,0.0,0.0,1.0,1.0,0.82
1,0.0,95.0,2.0,2.0,2.0,1.0,1226.0,1.0,0.0,0.0,1.0,2.0,0.95
2,0.0,103.0,2.0,2.0,1.0,1.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.32
3,0.0,99.0,3.0,4.0,4.0,3.0,1615.0,1.0,0.0,1.0,0.0,2.0,1.6
4,0.0,5.0,2.0,2.0,1.0,3.0,582.0,0.0,1.0,0.0,0.0,2.0,0.48
5,0.0,1.0,4.0,4.0,4.0,1.0,4842.0,1.0,0.0,1.0,1.0,0.0,7.5
6,0.0,11.0,3.0,3.0,4.0,3.0,2116.0,1.0,0.0,0.0,2.0,0.0,2.0
7,0.0,5.0,3.0,4.0,3.0,3.0,1710.0,1.0,0.0,0.0,0.0,2.0,1.9
8,1.0,8.0,3.0,2.0,1.0,2.0,1185.51,0.0,0.0,0.0,1.0,1.0,1.2
9,1.0,29.0,3.0,3.0,2.0,0.0,1350.0,1.0,0.0,0.0,2.0,1.0,4.5
10,1.0,12.0,3.0,2.0,0.0,3.0,2360.0,0.0,0.0,0.0,1.0,1.0,1.55
11,0.0,31.0,2.0,2.0,2.0,3.0,1222.0,0.0,0.0,0.0,2.0,2.0,1.6
12,0.0,12.0,3.0,4.0,3.0,3.0,2339.0,1.0,0.0,0.0,2.0,0.0,2.25
13,0.0,67.0,4.0,4.0,4.0,3.0,2194.0,1.0,0.0,2.0,0.0,2.0,2.77
14,1.0,18.0,2.0,4.0,2.0,3.0,846.0,0.0,0.0,1.0,1.0,1.0,1.2
15,0.0,99.0,3.0,4.0,3.0,3.0,1805.0,1.0,0.0,1.0,2.0,0.0,1.55
16,0.0,91.0,2.0,2.0,3.0,3.0,1638.0,0.0,1.0,0.0,0.0,2.0,1.09
17,0.0,75.0,2.0,2.0,3.0,1.0,1400.0,0.0,0.0,0.0,2.0,2.0,1.15
18,0.0,91.0,3.0,4.0,4.0,1.0,2179.0,0.0,1.0,0.0,2.0,2.0,1.77
19,0.0,33.0,2.0,2.0,1.0,2.0,734.0,0.0,0.0,1.0,1.0,1.0,0.85
20,0.0,10.0,2.0,2.0,4.0,3.0,1236.0,0.0,0.0,1.0,1.0,2.0,0.9
21,0.0,32.0,2.0,2.0,3.0,4.0,1307.0,0.0,0.0,0.0,2.0,1.0,1.2
22,0.0,23.0,1.0,1.0,1.0,0.0,665.0,0.0,0.0,1.0,2.0,2.0,0.6
23,1.0,43.0,8.0,5.0,4.0,2.0,3240.0,1.0,1.0,1.0,1.0,2.0,9.0
24,1.0,43.0,7.0,7.0,4.0,0.0,2475.0,1.0,1.0,2.0,0.0,2.0,7.0
25,0.0,31.0,4.0,2.0,4.0,2.0,1382.0,0.0,0.0,0.0,1.0,1.0,0.9
26,1.0,41.0,1.0,1.0,0.0,0.0,450.0,0.0,0.0,0.0,1.0,1.0,0.4
27,1.0,12.0,4.0,4.0,4.0,1.0,5400.0,1.0,0.0,1.0,1.0,1.0,5.65
28,0.0,64.0,2.0,2.0,3.0,4.0,1676.0,0.0,0.0,0.0,2.0,0.0,2.15
29,1.0,49.0,6.0,6.0,3.0,0.0,2880.0,1.0,1.0,2.0,2.0,2.0,4.4
30,0.0,86.0,2.0,2.0,3.0,3.0,1361.0,0.0,0.0,1.0,2.0,0.0,0.64
31,0.0,67.0,3.0,3.0,3.0,4.0,2267.0,1.0,0.0,0.0,1.0,0.0,2.86
32,0.0,68.0,3.0,3.0,3.0,0.0,2125.0,1.0,1.0,1.0,2.0,2.0,3.5
33,1.0,95.0,2.0,2.0,2.0,1.0,1297.0,0.0,0.0,0.0,1.0,0.0,0.7
34,0.0,92.0,3.0,3.0,4.0,3.0,1780.0,1.0,0.0,0.0,0.0,0.0,1.54
35,1.0,48.0,4.0,4.0,4.0,3.0,2160.0,1.0,1.0,1.0,0.0,2.0,8.25
36,1.0,12.0,5.0,6.0,4.0,0.0,2430.0,1.0,0.0,0.0,1.0,1.0,6.1
37,0.0,52.0,4.0,4.0,3.0,3.0,2300.0,0.0,0.0,0.0,2.0,1.0,2.1
38,0.0,37.0,3.0,3.0,3.0,3.0,1563.0,0.0,0.0,0.0,1.0,1.0,1.25
39,0.0,15.0,2.0,2.0,2.0,3.0,773.0,0.0,0.0,0.0,2.0,2.0,0.7
40,0.0,69.0,3.0,3.0,3.0,0.0,2047.0,1.0,0.0,2.0,1.0,2.0,2.8
41,1.0,31.0,4.0,3.0,3.0,2.0,1800.0,0.0,0.0,1.0,1.0,1.0,5.5
42,0.0,15.0,3.0,4.0,2.0,0.0,2200.0,1.0,0.0,0.0,2.0,2.0,2.58
43,0.0,17.0,3.0,3.0,4.0,3.0,2460.0,1.0,0.0,0.0,0.0,2.0,3.0
44,1.0,19.0,3.0,6.0,2.0,2.0,115.0,0.0,0.0,0.0,1.0,2.0,1.25
45,0.0,63.0,3.0,2.0,3.0,4.0,1534.0,0.0,0.0,0.0,2.0,2.0,2.1
46,0.0,17.0,3.0,3.0,3.0,3.0,2014.0,0.0,0.0,0.0,2.0,2.0,2.45
47,0.0,72.0,3.0,3.0,1.0,3.0,1709.0,0.0,0.0,0.0,0.0,0.0,1.38
48,0.0,95.0,3.0,2.0,0.0,1.0,1423.0,0.0,0.0,0.0,1.0,2.0,1.71
49,0.0,70.0,3.0,4.0,3.0,1.0,1941.0,0.0,1.0,1.0,0.0,2.0,1.85
50,0.0,38.0,2.0,2.0,3.0,1.0,625.0,0.0,0.0,0.0,1.0,2.0,0.6
51,0.0,87.0,2.0,2.0,2.0,3.0,1176.0,0.0,0.0,1.0,2.0,0.0,0.81
52,0.0,54.0,3.0,3.0,4.0,4.0,2617.0,0.0,0.0,0.0,1.0,1.0,5.6
53,0.0,79.0,2.0,2.0,3.0,3.0,1300.0,0.0,1.0,0.0,0.0,0.0,1.5
54,0.0,38.0,3.0,3.0,3.0,3.0,1639.0,0.0,0.0,0.0,2.0,2.0,1.45
55,0.0,11.0,3.0,4.0,3.0,0.0,1771.32,0.0,0.0,1.0,2.0,2.0,1.65
56,0.0,53.0,1.0,1.0,0.0,0.0,513.0,0.0,0.0,1.0,1.0,1.0,0.45
57,0.0,18.0,2.0,2.0,1.0,0.0,737.0,0.0,0.0,0.0,1.0,1.0,0.35
58,1.0,44.0,4.0,4.0,2.0,4.0,2430.0,1.0,1.0,2.0,0.0,2.0,5.75
59,0.0,91.0,2.0,2.0,3.0,3.0,1485.0,0.0,0.0,0.0,1.0,2.0,1.12
60,0.0,36.0,2.0,2.0,2.0,3.0,856.0,0.0,0.0,0.0,1.0,2.0,0.75
61,0.0,95.0,1.0,1.0,1.0,1.0,430.0,0.0,0.0,0.0,2.0,2.0,0.25
62,1.0,41.0,3.0,2.0,1.0,0.0,783.0,0.0,0.0,0.0,1.0,1.0,0.67
63,0.0,23.0,1.0,1.0,2.0,0.0,723.0,0.0,0.0,0.0,2.0,2.0,0.56
64,0.0,75.0,3.0,4.0,4.0,3.0,1706.0,0.0,0.0,2.0,1.0,0.0,1.75
65,1.0,20.0,5.0,4.0,2.0,2.0,2250.0,0.0,0.0,1.0,2.0,1.0,4.15
66,0.0,69.0,3.0,4.0,3.0,3.0,2134.0,1.0,0.0,1.0,0.0,0.0,3.4
67,0.0,86.0,3.0,3.0,4.0,3.0,1617.0,1.0,0.0,2.0,1.0,0.0,2.3
68,1.0,28.0,2.0,9.0,3.0,3.0,1961.0,0.0,1.0,1.0,2.0,2.0,7.6
69,0.0,101.0,2.0,2.0,1.0,3.0,610.0,0.0,0.0,1.0,2.0,2.0,0.32
70,0.0,5.0,1.0,1.0,2.0,3.0,750.0,0.0,0.0,0.0,1.0,2.0,0.45
71,1.0,57.0,4.0,4.0,2.0,0.0,1449.0,1.0,0.0,1.0,1.0,1.0,2.99
72,0.0,12.0,3.0,4.0,4.0,3.0,1797.0,1.0,0.0,0.0,1.0,2.0,1.5
73,1.0,43.0,3.0,3.0,3.0,1.0,1400.0,1.0,0.0,1.0,1.0,2.0,2.65
74,1.0,32.0,7.0,2.0,0.0,0.0,1980.0,0.0,0.0,0.0,1.0,1.0,1.5
75,0.0,92.0,3.0,3.0,1.0,3.0,1719.0,0.0,0.0,0.0,1.0,0.0,1.5
76,0.0,48.0,4.0,4.0,4.0,0.0,3831.0,1.0,1.0,1.0,2.0,2.0,9.3
77,0.0,89.0,2.0,2.0,3.0,3.0,1630.0,0.0,0.0,0.0,1.0,2.0,1.19
78,0.0,10.0,3.0,2.0,2.0,3.0,850.0,0.0,0.0,0.0,1.0,2.0,0.5
79,0.0,7.0,3.0,2.0,2.0,4.0,1120.0,0.0,0.0,0.0,1.0,2.0,1.4
80,0.0,94.0,2.0,2.0,3.0,3.0,1611.0,0.0,0.0,0.0,2.0,2.0,1.0
81,0.0,103.0,3.0,3.0,4.0,3.0,1509.0,0.0,0.0,0.0,1.0,2.0,1.3
82,0.0,91.0,3.0,3.0,2.0,3.0,1402.0,0.0,0.0,0.0,2.0,0.0,0.9
83,1.0,8.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.5
84,0.0,89.0,3.0,3.0,2.0,3.0,1350.0,1.0,1.0,1.0,0.0,2.0,1.15
85,0.0,72.0,3.0,3.0,2.0,3.0,1428.0,0.0,0.0,1.0,1.0,0.0,1.36
86,0.0,5.0,2.0,2.0,3.0,3.0,1286.0,0.0,0.0,0.0,2.0,1.0,1.4
87,1.0,56.0,4.0,4.0,0.0,2.0,1500.0,0.0,0.0,0.0,1.0,1.0,2.8
88,1.0,51.0,5.0,7.0,4.0,0.0,3240.0,1.0,0.0,1.0,0.0,2.0,10.45
89,0.0,90.0,2.0,2.0,1.0,3.0,537.0,0.0,1.0,1.0,2.0,1.0,0.34
90,0.0,90.0,2.0,2.0,0.0,3.0,549.0,0.0,0.0,0.0,1.0,2.0,0.39
91,1.0,41.0,3.0,4.0,1.0,0.0,990.0,0.0,0.0,0.0,1.0,1.0,1.1
92,0.0,103.0,2.0,2.0,2.0,1.0,521.0,0.0,0.0,0.0,1.0,0.0,0.35
93,0.0,98.0,4.0,3.0,4.0,3.0,2107.0,1.0,1.0,0.0,2.0,2.0,1.75
94,0.0,49.0,3.0,3.0,3.0,0.0,1604.25,0.0,0.0,1.0,2.0,2.0,2.1
95,0.0,48.0,3.0,3.0,4.0,3.0,2395.0,0.0,0.0,1.0,0.0,2.0,3.65
96,0.0,103.0,2.0,2.0,4.0,1.0,1175.97,0.0,0.0,0.0,2.0,2.0,0.95
97,0.0,72.0,3.0,3.0,1.0,3.0,1419.0,0.0,0.0,1.0,2.0,0.0,1.29
98,1.0,80.0,2.0,2.0,2.0,1.0,745.0,0.0,0.0,0.0,1.0,0.0,0.75
99,0.0,88.0,3.0,3.0,4.0,3.0,1668.0,0.0,0.0,1.0,1.0,1.0,1.85
100,0.0,82.0,2.0,2.0,2.0,0.0,1224.0,0.0,0.0,0.0,1.0,2.0,0.7
101,0.0,101.0,2.0,2.0,1.0,3.0,610.0,0.0,0.0,1.0,2.0,2.0,0.32
102,0.0,2.0,3.0,3.0,2.0,0.0,2556.0,0.0,0.0,0.0,1.0,1.0,0.85
103,0.0,100.0,4.0,4.0,3.0,3.0,2105.0,0.0,0.0,0.0,1.0,0.0,1.25
104,0.0,73.0,2.0,2.0,1.0,3.0,1000.0,0.0,0.0,0.0,2.0,2.0,0.54
105,0.0,76.0,2.0,2.0,2.0,3.0,1084.0,0.0,0.0,0.0,1.0,2.0,0.79
106,1.0,28.0,5.0,5.0,4.0,0.0,9500.0,1.0,0.0,2.0,1.0,2.0,10.0
107,0.0,57.0,3.0,3.0,4.0,0.0,2251.0,1.0,0.0,1.0,2.0,2.0,1.71
108,0.0,14.0,3.0,3.0,3.0,3.0,1550.0,0.0,0.0,1.0,2.0,2.0,1.4
109,0.0,69.0,3.0,4.0,4.0,3.0,2490.0,1.0,0.0,1.0,2.0,0.0,3.65
110,0.0,10.0,3.0,2.0,2.0,3.0,750.0,0.0,0.0,0.0,2.0,2.0,0.6
111,0.0,72.0,3.0,3.0,2.0,3.0,1381.0,0.0,0.0,0.0,0.0,1.0,1.44
112,0.0,17.0,4.0,4.0,4.0,4.0,2060.0,0.0,0.0,0.0,2.0,0.0,2.37
113,0.0,7.0,1.0,2.0,2.0,1.0,334.0,0.0,0.0,0.0,2.0,2.0,0.2
114,0.0,35.0,2.0,2.0,4.0,4.0,1539.0,0.0,0.0,0.0,2.0,1.0,1.5
115,0.0,17.0,2.0,2.0,0.0,1.0,1310.0,0.0,0.0,0.0,2.0,2.0,1.83
116,1.0,41.0,3.0,3.0,2.0,2.0,2250.0,0.0,0.0,0.0,1.0,1.0,3.2
117,0.0,94.0,3.0,2.0,2.0,4.0,663.0,0.0,0.0,0.0,1.0,1.0,0.5
118,0.0,43.0,4.0,4.0,3.0,2.0,2900.0,0.0,0.0,0.0,1.0,1.0,3.4
119,0.0,5.0,4.0,4.0,4.0,3.0,4630.0,0.0,0.0,1.0,2.0,0.0,4.55
120,0.0,49.0,3.0,3.0,2.0,2.0,2444.0,0.0,0.0,1.0,2.0,1.0,1.72
121,0.0,63.0,3.0,3.0,2.0,4.0,1778.0,0.0,0.0,0.0,1.0,1.0,2.2
122,0.0,87.0,2.0,2.0,4.0,3.0,1026.0,0.0,0.0,0.0,2.0,1.0,0.63
123,0.0,37.0,3.0,3.0,4.0,3.0,1890.0,1.0,0.0,0.0,2.0,2.0,1.4
124,0.0,74.0,3.0,3.0,2.0,4.0,1457.0,0.0,0.0,0.0,1.0,1.0,1.13
125,1.0,7.0,3.0,5.0,4.0,0.0,920.0,0.0,0.0,0.0,2.0,1.0,1.95
126,0.0,74.0,3.0,5.0,0.0,3.0,1950.0,0.0,0.0,0.0,1.0,1.0,1.75
127,0.0,6.0,4.0,4.0,3.0,3.0,2602.0,1.0,1.0,0.0,1.0,0.0,2.45
128,1.0,87.0,3.0,3.0,4.0,1.0,2160.0,1.0,0.0,0.0,1.0,2.0,4.7
129,1.0,31.0,2.0,2.0,0.0,2.0,864.0,0.0,0.0,0.0,1.0,1.0,0.7
130,0.0,95.0,3.0,3.0,2.0,1.0,1179.0,0.0,0.0,0.0,1.0,1.0,1.3
131,1.0,12.0,4.0,4.0,4.0,1.0,5400.0,1.0,0.0,1.0,0.0,1.0,6.5
132,0.0,38.0,2.0,2.0,3.0,1.0,543.0,0.0,0.0,0.0,2.0,2.0,0.55
133,0.0,103.0,3.0,2.0,2.0,4.0,1014.0,0.0,0.0,0.0,2.0,1.0,0.9
134,0.0,10.0,2.0,2.0,3.0,3.0,1281.0,0.0,0.0,0.0,1.0,1.0,1.15
135,0.0,68.0,3.0,4.0,3.0,3.0,2150.0,1.0,0.0,0.0,2.0,2.0,3.5
136,0.0,97.0,4.0,4.0,4.0,3.0,2000.0,0.0,0.0,0.0,2.0,2.0,1.78
137,0.0,44.0,3.0,2.0,3.0,2.0,1674.0,0.0,0.0,0.0,1.0,2.0,2.5
138,1.0,39.0,6.0,6.0,4.0,0.0,1836.0,1.0,0.0,0.0,1.0,2.0,3.9
139,1.0,32.0,2.0,2.0,1.0,0.0,810.0,0.0,0.0,0.0,1.0,1.0,0.55
140,0.0,38.0,4.0,4.0,3.0,3.0,2091.0,0.0,0.0,1.0,2.0,0.0,1.67
141,0.0,97.0,2.0,2.0,3.0,3.0,1050.0,0.0,0.0,0.0,2.0,2.0,0.65
142,0.0,67.0,3.0,4.0,3.0,3.0,2803.0,1.0,0.0,0.0,1.0,2.0,5.5
143,0.0,97.0,4.0,4.0,4.0,3.0,2005.0,0.0,0.0,1.0,1.0,2.0,2.05
144,1.0,52.0,6.0,3.0,4.0,3.0,900.0,0.0,0.0,0.0,2.0,2.0,2.25
145,1.0,35.0,5.0,6.0,3.0,1.0,4125.0,1.0,0.0,0.0,2.0,2.0,11.0
146,0.0,5.0,2.0,2.0,3.0,3.0,1238.0,0.0,0.0,0.0,1.0,1.0,1.41
147,0.0,83.0,3.0,3.0,0.0,3.0,1815.0,0.0,0.0,0.0,1.0,0.0,1.65
148,0.0,89.0,2.0,2.0,3.0,3.0,1300.0,0.0,0.0,1.0,2.0,2.0,0.98
149,0.0,20.0,3.0,4.0,4.0,2.0,1956.0,0.0,0.0,0.0,1.0,2.0,2.2
150,0.0,92.0,3.0,3.0,1.0,3.0,1550.0,0.0,0.0,0.0,0.0,0.0,1.5
151,1.0,6.0,4.0,4.0,4.0,3.0,3222.0,1.0,1.0,1.0,2.0,1.0,4.35
152,0.0,72.0,3.0,3.0,1.0,3.0,1419.0,0.0,0.0,0.0,2.0,0.0,1.3
153,0.0,76.0,3.0,4.0,3.0,0.0,1631.0,1.0,0.0,0.0,1.0,2.0,1.1
154,0.0,88.0,3.0,3.0,4.0,3.0,1668.0,0.0,0.0,2.0,0.0,2.0,1.59
155,0.0,94.0,3.0,3.0,3.0,1.0,1652.0,0.0,0.0,0.0,2.0,0.0,1.65
156,0.0,86.0,3.0,3.0,4.0,3.0,1750.0,1.0,0.0,2.0,1.0,0.0,2.28
157,0.0,97.0,4.0,4.0,4.0,3.0,2139.0,1.0,0.0,0.0,2.0,2.0,1.6
158,0.0,97.0,3.0,3.0,4.0,3.0,1581.0,0.0,0.0,0.0,2.0,0.0,1.21
159,0.0,97.0,3.0,3.0,3.0,0.0,1437.0,1.0,0.0,0.0,2.0,0.0,1.25
160,0.0,23.0,2.0,2.0,3.0,0.0,1281.0,0.0,0.0,0.0,2.0,0.0,0.98
161,0.0,11.0,2.0,3.0,3.0,3.0,1161.0,0.0,0.0,0.0,2.0,2.0,0.93
162,0.0,63.0,3.0,3.0,2.0,1.0,1402.0,0.0,0.0,0.0,2.0,2.0,2.24
163,0.0,57.0,3.0,3.0,3.0,2.0,1810.0,1.0,0.0,1.0,2.0,2.0,1.55
164,0.0,83.0,2.0,2.0,4.0,3.0,1172.0,0.0,0.0,0.0,1.0,0.0,0.78
165,0.0,17.0,3.0,3.0,2.0,4.0,1429.0,0.0,0.0,0.0,2.0,2.0,1.93
166,0.0,7.0,4.0,4.0,4.0,3.0,3064.0,1.0,0.0,1.0,0.0,0.0,2.6
167,1.0,16.0,4.0,4.0,4.0,3.0,6350.0,1.0,0.0,1.0,2.0,1.0,7.46
168,0.0,25.0,4.0,6.0,4.0,1.0,2778.0,1.0,0.0,2.0,1.0,2.0,4.8
169,0.0,11.0,2.0,2.0,3.0,3.0,1167.0,1.0,0.0,0.0,0.0,2.0,0.97
170,0.0,5.0,2.0,2.0,2.0,3.0,828.0,0.0,0.0,0.0,2.0,0.0,0.97
171,0.0,99.0,3.0,4.0,2.0,4.0,1475.0,0.0,0.0,0.0,2.0,1.0,1.7
172,1.0,29.0,3.0,3.0,3.0,0.0,2430.0,0.0,0.0,0.0,1.0,1.0,6.75
173,0.0,97.0,3.0,3.0,4.0,0.0,2144.0,1.0,0.0,0.0,2.0,2.0,1.2
174,0.0,74.0,3.0,5.0,3.0,3.0,1527.0,1.0,0.0,0.0,0.0,2.0,1.65
175,1.0,19.0,2.0,7.0,3.0,0.0,1300.0,0.0,0.0,0.0,1.0,2.0,1.5
176,0.0,90.0,2.0,2.0,4.0,3.0,1222.0,0.0,0.0,0.0,2.0,2.0,0.69
177,0.0,91.0,2.0,2.0,3.0,3.0,1660.0,0.0,0.0,0.0,1.0,0.0,1.2
178,0.0,99.0,3.0,4.0,3.0,0.0,1778.0,0.0,0.0,0.0,2.0,1.0,0.75
179,0.0,49.0,3.0,3.0,3.0,0.0,2178.0,0.0,0.0,0.0,2.0,2.0,1.69
180,0.0,69.0,4.0,4.0,4.0,3.0,3160.0,1.0,0.0,1.0,1.0,1.0,4.5
181,1.0,35.0,5.0,5.0,4.0,1.0,4770.0,1.0,1.0,1.0,2.0,2.0,8.5
182,0.0,10.0,2.0,2.0,1.0,3.0,577.0,0.0,0.0,1.0,2.0,2.0,0.4
183,0.0,2.0,4.0,4.0,3.0,0.0,2233.0,0.0,0.0,0.0,1.0,2.0,0.9
184,0.0,53.0,5.0,7.0,4.0,0.0,5778.0,1.0,0.0,0.0,2.0,1.0,5.0
185,0.0,80.0,3.0,3.0,2.0,4.0,1513.0,0.0,0.0,0.0,2.0,1.0,1.9
186,0.0,90.0,3.0,3.0,3.0,3.0,1650.0,0.0,0.0,1.0,0.0,2.0,1.24
187,0.0,35.0,3.0,3.0,3.0,4.0,588.0,0.0,0.0,0.0,2.0,1.0,1.4
188,0.0,101.0,2.0,2.0,2.0,1.0,809.0,0.0,0.0,0.0,2.0,0.0,0.46
189,0.0,1.0,2.0,2.0,2.0,4.0,1130.0,0.0,0.0,1.0,2.0,2.0,1.38
190,0.0,5.0,3.0,4.0,4.0,0.0,1757.0,1.0,0.0,0.0,2.0,0.0,1.82
191,0.0,103.0,2.0,2.0,3.0,1.0,661.0,0.0,0.0,0.0,1.0,0.0,0.4
192,0.0,2.0,3.0,3.0,4.0,0.0,1900.0,1.0,0.0,0.0,2.0,2.0,0.86
193,0.0,74.0,3.0,3.0,2.0,3.0,2167.0,0.0,0.0,0.0,2.0,2.0,1.65
194,0.0,60.0,3.0,3.0,3.0,4.0,2550.0,0.0,0.0,0.0,1.0,2.0,3.78
195,0.0,5.0,3.0,3.0,3.0,3.0,1315.0,1.0,0.0,0.0,2.0,2.0,1.42
196,0.0,12.0,3.0,3.0,4.0,3.0,1466.0,0.0,1.0,0.0,2.0,2.0,1.4
197,0.0,101.0,2.0,2.0,0.0,1.0,758.0,0.0,0.0,0.0,1.0,1.0,0.27
198,0.0,92.0,2.0,2.0,1.0,1.0,557.0,1.0,0.0,0.0,2.0,1.0,0.42
199,0.0,102.0,2.0,2.0,1.0,3.0,611.0,0.0,0.0,0.0,2.0,2.0,0.26
200,0.0,101.0,3.0,2.0,2.0,1.0,761.0,0.0,0.0,0.0,1.0,2.0,0.4
201,0.0,57.0,4.0,4.0,3.0,3.0,2000.0,1.0,0.0,1.0,1.0,2.0,2.05
202,0.0,99.0,4.0,4.0,2.0,0.0,1584.0,0.0,1.0,2.0,2.0,1.0,0.87
203,0.0,92.0,3.0,4.0,3.0,3.0,1715.0,1.0,0.0,0.0,2.0,2.0,1.65
204,1.0,18.0,3.0,3.0,0.0,1.0,567.0,0.0,0.0,0.0,1.0,1.0,0.42
205,0.0,67.0,4.0,4.0,3.0,3.0,1975.0,1.0,0.0,1.0,2.0,2.0,2.75
206,0.0,96.0,3.0,3.0,2.0,2.0,1438.0,0.0,0.0,1.0,1.0,1.0,0.88
207,0.0,98.0,3.0,3.0,4.0,3.0,1700.0,0.0,0.0,0.0,2.0,2.0,1.4
208,0.0,67.0,3.0,3.0,3.0,0.0,3043.0,0.0,0.0,2.0,1.0,2.0,5.9
209,0.0,86.0,2.0,2.0,3.0,3.0,955.0,0.0,0.0,0.0,2.0,1.0,0.82
210,0.0,86.0,4.0,5.0,4.0,3.0,3070.0,1.0,0.0,1.0,0.0,2.0,3.3
211,0.0,99.0,3.0,3.0,1.0,1.0,711.0,0.0,0.0,2.0,2.0,0.0,0.5
212,0.0,72.0,4.0,5.0,4.0,3.0,2200.0,1.0,0.0,0.0,0.0,2.0,1.8
213,0.0,59.0,4.0,5.0,3.0,3.0,3182.0,1.0,0.0,1.0,1.0,0.0,4.85
214,0.0,81.0,3.0,3.0,3.0,1.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.79
215,0.0,102.0,3.0,5.0,3.0,3.0,1790.0,1.0,0.0,0.0,1.0,2.0,1.13
216,0.0,86.0,3.0,4.0,4.0,3.0,1900.0,1.0,0.0,2.0,2.0,0.0,2.29
217,0.0,103.0,1.0,1.0,1.0,1.0,438.0,0.0,0.0,0.0,1.0,2.0,0.26
218,0.0,101.0,2.0,2.0,2.0,3.0,507.0,0.0,0.0,0.0,2.0,0.0,0.29
219,1.0,3.0,4.0,3.0,2.0,0.0,1284.0,0.0,0.0,0.0,1.0,2.0,1.85
220,0.0,23.0,2.0,2.0,3.0,2.0,1573.0,0.0,0.0,1.0,2.0,2.0,0.95
221,0.0,12.0,3.0,3.0,1.0,1.0,2519.0,1.0,0.0,0.0,1.0,2.0,1.5
222,0.0,14.0,4.0,4.0,3.0,1.0,3350.0,0.0,0.0,0.0,2.0,0.0,4.0
223,0.0,103.0,2.0,2.0,2.0,3.0,789.0,0.0,0.0,2.0,1.0,2.0,0.45
224,0.0,88.0,1.0,1.0,0.0,3.0,650.0,0.0,0.0,0.0,1.0,2.0,0.62
225,0.0,97.0,3.0,3.0,4.0,3.0,1747.0,1.0,0.0,0.0,2.0,2.0,1.15
226,0.0,89.0,3.0,3.0,2.0,3.0,1570.0,0.0,0.0,1.0,2.0,2.0,1.4
227,1.0,58.0,5.0,4.0,4.0,0.0,1548.0,0.0,1.0,1.0,2.0,1.0,3.15
228,0.0,76.0,3.0,3.0,3.0,0.0,1466.0,0.0,0.0,0.0,2.0,1.0,0.98
229,0.0,5.0,3.0,3.0,4.0,3.0,1465.0,0.0,0.0,0.0,1.0,1.0,1.75
230,0.0,67.0,3.0,3.0,3.0,3.0,3245.0,1.0,0.0,1.0,0.0,1.0,5.0
231,0.0,67.0,3.0,3.0,3.0,3.0,1650.0,1.0,0.0,0.0,1.0,2.0,2.55
232,0.0,35.0,3.0,3.0,3.0,4.0,2218.0,1.0,0.0,0.0,1.0,1.0,1.65
233,0.0,9.0,4.0,6.0,4.0,3.0,2131.0,1.0,0.0,0.0,2.0,2.0,2.1
234,0.0,96.0,3.0,3.0,2.0,0.0,1403.0,0.0,0.0,0.0,1.0,2.0,0.95
235,0.0,12.0,3.0,4.0,3.0,3.0,1860.0,1.0,0.0,0.0,0.0,0.0,2.2
236,0.0,48.0,3.0,3.0,1.0,3.0,1611.0,0.0,0.0,0.0,2.0,1.0,1.38
237,1.0,28.0,5.0,5.0,3.0,0.0,6400.0,1.0,0.0,1.0,2.0,1.0,15.0
238,0.0,8.0,3.0,2.0,1.0,0.0,833.0,0.0,0.0,0.0,1.0,1.0,0.42
239,0.0,63.0,3.0,3.0,2.0,1.0,1630.0,0.0,0.0,0.0,1.0,2.0,2.55
240,0.0,12.0,3.0,4.0,4.0,1.0,2339.0,1.0,0.0,0.0,2.0,2.0,2.3
241,0.0,67.0,4.0,3.0,2.0,3.0,3150.0,1.0,0.0,0.0,1.0,1.0,3.2
242,1.0,49.0,2.0,6.0,3.0,0.0,1467.0,0.0,0.0,0.0,1.0,2.0,3.75
243,0.0,17.0,4.0,4.0,4.0,4.0,2886.0,1.0,0.0,2.0,2.0,0.0,2.75
244,0.0,35.0,3.0,3.0,4.0,1.0,1619.0,0.0,0.0,0.0,1.0,2.0,2.0
245,0.0,88.0,3.0,3.0,3.0,0.0,1677.0,0.0,0.0,0.0,1.0,0.0,1.85
246,0.0,0.0,3.0,3.0,2.0,4.0,1267.0,0.0,0.0,0.0,1.0,2.0,1.3
247,0.0,97.0,3.0,3.0,2.0,3.0,1578.0,0.0,0.0,0.0,1.0,0.0,1.23
248,0.0,67.0,2.0,2.0,3.0,1.0,1433.0,0.0,0.0,0.0,1.0,2.0,2.65
249,1.0,96.0,2.0,3.0,0.0,2.0,900.0,0.0,0.0,0.0,1.0,2.0,1.65
250,0.0,44.0,3.0,3.0,4.0,0.0,2450.0,1.0,0.0,1.0,2.0,1.0,3.8
251,0.0,67.0,4.0,4.0,4.0,3.0,1975.0,1.0,0.0,1.0,0.0,1.0,2.85
252,0.0,65.0,4.0,4.0,0.0,1.0,3950.0,0.0,0.0,0.0,2.0,2.0,7.8
253,0.0,23.0,3.0,4.0,4.0,0.0,1738.0,1.0,0.0,0.0,2.0,2.0,1.5
